row_id,order_id,order_date,ship_date,ship_mode
1642,CA-2013-157266,2013-05-27,2013-06-02,Standard Class
1643,US-2011-134712,2011-11-29,2011-12-04,Standard Class
1644,CA-2012-111829,2012-03-19,2012-03-20,First Class
1645,CA-2012-111829,2012-03-19,2012-03-20,First Class
1646,CA-2012-111829,2012-03-19,2012-03-20,First Class
1647,CA-2012-105221,2012-11-01,2012-11-03,First Class
1648,CA-2012-105221,2012-11-01,2012-11-03,First Class
1649,CA-2012-120341,2012-09-26,2012-09-29,Second Class
1650,CA-2012-120341,2012-09-26,2012-09-29,Second Class
1651,CA-2011-135699,2011-08-29,2011-08-29,Same Day
1652,CA-2011-135699,2011-08-29,2011-08-29,Same Day
1653,US-2014-132444,2014-11-19,2014-11-22,First Class
1654,US-2014-132444,2014-11-19,2014-11-22,First Class
1655,US-2014-132444,2014-11-19,2014-11-22,First Class
1656,US-2014-132444,2014-11-19,2014-11-22,First Class
1657,US-2014-132444,2014-11-19,2014-11-22,First Class
1658,CA-2011-127159,2011-05-12,2011-05-15,First Class
1659,CA-2014-161809,2014-01-21,2014-01-27,Standard Class
1660,CA-2014-127285,2014-10-31,2014-11-07,Standard Class
1661,CA-2014-127285,2014-10-31,2014-11-07,Standard Class
1662,CA-2014-144526,2014-05-01,2014-05-07,Standard Class
1663,CA-2014-144526,2014-05-01,2014-05-07,Standard Class
1664,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1665,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1666,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1667,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1668,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1669,CA-2013-128531,2013-11-25,2013-11-27,Second Class
1670,US-2012-157154,2012-01-10,2012-01-15,Standard Class
1671,CA-2014-159457,2014-10-20,2014-10-27,Standard Class
1672,CA-2013-107615,2013-03-23,2013-03-26,First Class
1673,CA-2014-111647,2014-07-04,2014-07-08,Standard Class
1674,CA-2012-150560,2012-12-11,2012-12-12,First Class
1675,CA-2012-143077,2012-09-17,2012-09-21,Standard Class
1676,CA-2012-143077,2012-09-17,2012-09-21,Standard Class
1677,CA-2013-122728,2013-05-19,2013-05-25,Standard Class
1678,CA-2013-122728,2013-05-19,2013-05-25,Standard Class
1679,CA-2011-122882,2011-09-07,2011-09-13,Standard Class
1680,CA-2011-122882,2011-09-07,2011-09-13,Standard Class
1681,CA-2011-122882,2011-09-07,2011-09-13,Standard Class
1682,CA-2011-122882,2011-09-07,2011-09-13,Standard Class
1683,US-2013-101497,2013-09-30,2013-10-02,Second Class
1684,CA-2013-147585,2013-11-08,2013-11-13,Standard Class
1685,CA-2014-149489,2014-04-25,2014-04-28,First Class
1686,CA-2014-149489,2014-04-25,2014-04-28,First Class
1687,CA-2014-149489,2014-04-25,2014-04-28,First Class
1688,CA-2014-143798,2014-12-11,2014-12-13,First Class
1689,CA-2014-143798,2014-12-11,2014-12-13,First Class
1690,CA-2011-142839,2011-08-16,2011-08-20,Standard Class
1691,CA-2014-129833,2014-12-10,2014-12-16,Standard Class
1692,CA-2014-129833,2014-12-10,2014-12-16,Standard Class
1693,US-2013-154361,2013-03-15,2013-03-20,Standard Class
1694,US-2013-158708,2013-06-27,2013-06-30,Second Class
1695,CA-2012-156335,2012-09-25,2012-09-28,Second Class
1696,CA-2012-156335,2012-09-25,2012-09-28,Second Class
1697,CA-2012-156335,2012-09-25,2012-09-28,Second Class
1698,CA-2012-148376,2012-12-27,2012-12-31,Standard Class
1699,CA-2012-148376,2012-12-27,2012-12-31,Standard Class
1700,CA-2011-135657,2011-06-03,2011-06-07,Second Class
1701,CA-2012-114069,2012-07-13,2012-07-15,Second Class
1702,CA-2012-114069,2012-07-13,2012-07-15,Second Class
1703,CA-2012-114069,2012-07-13,2012-07-15,Second Class
1704,CA-2011-139857,2011-02-03,2011-02-07,Standard Class
1705,CA-2013-106306,2013-03-09,2013-03-09,Same Day
1706,CA-2012-100545,2012-11-22,2012-11-26,Standard Class
1707,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1708,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1709,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1710,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1711,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1712,CA-2014-123491,2014-10-31,2014-11-06,Standard Class
1713,CA-2012-145401,2012-01-30,2012-02-04,Standard Class
1714,US-2014-124968,2014-09-09,2014-09-14,Second Class
1715,CA-2014-104003,2014-10-08,2014-10-14,Standard Class
1716,CA-2013-154788,2013-05-01,2013-05-05,Standard Class
1717,CA-2013-169943,2013-05-20,2013-05-25,Standard Class
1718,CA-2013-169943,2013-05-20,2013-05-25,Standard Class
1719,CA-2013-169943,2013-05-20,2013-05-25,Standard Class
1720,CA-2013-169943,2013-05-20,2013-05-25,Standard Class
1721,CA-2013-169943,2013-05-20,2013-05-25,Standard Class
1722,US-2012-123218,2012-12-20,2012-12-25,Standard Class
1723,US-2012-123218,2012-12-20,2012-12-25,Standard Class
1724,US-2012-123218,2012-12-20,2012-12-25,Standard Class
1725,CA-2012-127453,2012-12-19,2012-12-20,First Class
1726,CA-2012-127453,2012-12-19,2012-12-20,First Class
1727,CA-2012-127453,2012-12-19,2012-12-20,First Class
1728,US-2014-164056,2014-04-30,2014-05-05,Second Class
1729,CA-2013-106894,2013-02-07,2013-02-07,Same Day
1730,CA-2013-106894,2013-02-07,2013-02-07,Same Day
1731,CA-2011-125136,2011-09-28,2011-10-03,Standard Class
1732,CA-2011-125136,2011-09-28,2011-10-03,Standard Class
1733,US-2013-131149,2013-07-11,2013-07-15,Standard Class
1734,US-2013-131149,2013-07-11,2013-07-15,Standard Class
1735,CA-2014-101483,2014-07-30,2014-08-02,Second Class
1736,CA-2014-101483,2014-07-30,2014-08-02,Second Class
1737,CA-2014-101483,2014-07-30,2014-08-02,Second Class
1738,CA-2012-130204,2012-09-03,2012-09-09,Standard Class
1739,CA-2012-130204,2012-09-03,2012-09-09,Standard Class
1740,CA-2012-130204,2012-09-03,2012-09-09,Standard Class
1741,CA-2011-110527,2011-08-09,2011-08-16,Standard Class
1742,CA-2014-152807,2014-10-31,2014-11-04,Standard Class
1743,CA-2014-152807,2014-10-31,2014-11-04,Standard Class
1744,CA-2014-152807,2014-10-31,2014-11-04,Standard Class
1745,CA-2014-152807,2014-10-31,2014-11-04,Standard Class
1746,CA-2011-133270,2011-06-06,2011-06-09,First Class
1747,CA-2013-155670,2013-08-14,2013-08-18,Second Class
1748,CA-2013-155670,2013-08-14,2013-08-18,Second Class
1749,US-2011-157406,2011-04-25,2011-04-29,Standard Class
1750,US-2011-157406,2011-04-25,2011-04-29,Standard Class
1751,CA-2012-139094,2012-11-22,2012-11-27,Standard Class
1752,CA-2014-168837,2014-10-15,2014-10-18,First Class
1753,CA-2014-116715,2014-12-03,2014-12-06,First Class
1754,CA-2014-116715,2014-12-03,2014-12-06,First Class
1755,CA-2014-116715,2014-12-03,2014-12-06,First Class
1756,CA-2012-135622,2012-12-08,2012-12-11,Second Class
1757,CA-2012-135622,2012-12-08,2012-12-11,Second Class
1758,US-2012-107349,2012-07-13,2012-07-15,First Class
1759,CA-2011-139017,2011-05-11,2011-05-17,Standard Class
1760,CA-2011-141817,2011-01-06,2011-01-13,Standard Class
1761,CA-2012-130785,2012-09-05,2012-09-09,Standard Class
1762,CA-2012-130785,2012-09-05,2012-09-09,Standard Class
1763,CA-2012-130785,2012-09-05,2012-09-09,Standard Class
1764,CA-2013-110254,2013-08-05,2013-08-09,Standard Class
1765,CA-2013-110254,2013-08-05,2013-08-09,Standard Class
1766,CA-2013-110254,2013-08-05,2013-08-09,Standard Class
1767,CA-2013-110254,2013-08-05,2013-08-09,Standard Class
1768,US-2011-158057,2011-03-22,2011-03-26,Standard Class
1769,US-2011-158057,2011-03-22,2011-03-26,Standard Class
1770,CA-2014-146024,2014-03-03,2014-03-09,Standard Class
1771,CA-2014-146024,2014-03-03,2014-03-09,Standard Class
1772,CA-2013-129686,2013-11-28,2013-11-30,Second Class
1773,CA-2013-129686,2013-11-28,2013-11-30,Second Class
1774,CA-2011-118976,2011-04-28,2011-05-03,Standard Class
1775,CA-2011-118976,2011-04-28,2011-05-03,Standard Class
1776,CA-2011-118976,2011-04-28,2011-05-03,Standard Class
1777,CA-2011-118976,2011-04-28,2011-05-03,Standard Class
1778,CA-2012-105347,2012-11-24,2012-11-28,Standard Class
1779,CA-2012-105347,2012-11-24,2012-11-28,Standard Class
1780,CA-2013-124667,2013-11-12,2013-11-17,Standard Class
1781,CA-2013-124667,2013-11-12,2013-11-17,Standard Class
1782,CA-2012-111094,2012-07-09,2012-07-13,Standard Class
1783,CA-2012-111094,2012-07-09,2012-07-13,Standard Class
1784,CA-2014-166317,2014-09-23,2014-09-27,Standard Class
1785,CA-2014-166317,2014-09-23,2014-09-27,Standard Class
1786,CA-2014-166317,2014-09-23,2014-09-27,Standard Class
1787,CA-2014-166317,2014-09-23,2014-09-27,Standard Class
1788,CA-2012-154326,2012-02-15,2012-02-19,Standard Class
1789,CA-2012-154326,2012-02-15,2012-02-19,Standard Class
1790,CA-2012-154326,2012-02-15,2012-02-19,Standard Class
1791,CA-2011-102008,2011-09-30,2011-10-04,Standard Class
1792,CA-2011-120474,2011-12-01,2011-12-03,First Class
1793,CA-2011-120474,2011-12-01,2011-12-03,First Class
1794,CA-2011-104773,2011-12-08,2011-12-13,Standard Class
1795,CA-2013-140774,2013-09-06,2013-09-11,Standard Class
1796,US-2014-139465,2014-08-28,2014-08-31,First Class
1797,US-2014-139465,2014-08-28,2014-08-31,First Class
1798,US-2014-139465,2014-08-28,2014-08-31,First Class
1799,CA-2013-100965,2013-07-08,2013-07-12,Standard Class
1800,CA-2013-121034,2013-08-09,2013-08-11,Second Class
1801,CA-2013-121034,2013-08-09,2013-08-11,Second Class
1802,CA-2013-149461,2013-11-14,2013-11-20,Standard Class
1803,CA-2014-158379,2014-09-23,2014-09-27,Second Class
1804,CA-2014-158379,2014-09-23,2014-09-27,Second Class
1805,CA-2014-158379,2014-09-23,2014-09-27,Second Class
1806,US-2013-116729,2013-12-26,2013-12-29,First Class
1807,US-2013-116729,2013-12-26,2013-12-29,First Class
1808,US-2013-116729,2013-12-26,2013-12-29,First Class
1809,CA-2013-164938,2013-02-11,2013-02-13,First Class
1810,CA-2013-165484,2013-10-24,2013-10-30,Standard Class
1811,CA-2013-165484,2013-10-24,2013-10-30,Standard Class
1812,CA-2011-132612,2011-06-09,2011-06-11,Second Class
1813,US-2014-161193,2014-11-21,2014-11-27,Standard Class
1814,US-2014-161193,2014-11-21,2014-11-27,Standard Class
1815,CA-2012-131597,2012-09-14,2012-09-18,Standard Class
1816,CA-2012-164833,2012-06-04,2012-06-04,Same Day
1817,CA-2012-164833,2012-06-04,2012-06-04,Same Day
1818,CA-2012-125423,2012-12-13,2012-12-15,Second Class
1819,US-2011-130379,2011-05-25,2011-05-29,Standard Class
1820,US-2011-130379,2011-05-25,2011-05-29,Standard Class
1821,CA-2013-168956,2013-02-16,2013-02-20,Standard Class
1822,CA-2013-168956,2013-02-16,2013-02-20,Standard Class
1823,CA-2013-168956,2013-02-16,2013-02-20,Standard Class
1824,CA-2013-168956,2013-02-16,2013-02-20,Standard Class
1825,CA-2013-167507,2013-12-23,2013-12-29,Standard Class
1826,CA-2013-167507,2013-12-23,2013-12-29,Standard Class
1827,CA-2013-167507,2013-12-23,2013-12-29,Standard Class
1828,CA-2013-109344,2013-02-08,2013-02-11,Second Class
1829,US-2012-140851,2012-07-13,2012-07-15,Second Class
1830,CA-2011-103373,2011-05-18,2011-05-24,Standard Class
1831,CA-2014-145884,2014-10-22,2014-10-22,Same Day
1832,CA-2014-145884,2014-10-22,2014-10-22,Same Day
1833,CA-2012-131422,2012-11-05,2012-11-09,Standard Class
1834,CA-2014-162691,2014-08-02,2014-08-08,Standard Class
1835,CA-2014-162691,2014-08-02,2014-08-08,Standard Class
1836,CA-2011-141278,2011-06-21,2011-06-24,First Class
1837,CA-2014-122693,2014-02-20,2014-02-22,Second Class
1838,CA-2011-117345,2011-08-01,2011-08-05,Standard Class
1839,CA-2011-117345,2011-08-01,2011-08-05,Standard Class
1840,CA-2011-117345,2011-08-01,2011-08-05,Standard Class
1841,CA-2011-117345,2011-08-01,2011-08-05,Standard Class
1842,CA-2013-157763,2013-07-19,2013-07-24,Standard Class
1843,CA-2012-135391,2012-02-09,2012-02-11,Second Class
1844,CA-2012-135391,2012-02-09,2012-02-11,Second Class
1845,US-2014-113852,2014-07-30,2014-08-03,Standard Class
1846,US-2014-158512,2014-01-13,2014-01-18,Second Class
1847,US-2014-158512,2014-01-13,2014-01-18,Second Class
1848,CA-2014-128370,2014-09-11,2014-09-11,Same Day
1849,CA-2014-128370,2014-09-11,2014-09-11,Same Day
1850,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1851,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1852,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1853,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1854,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1855,CA-2012-160472,2012-07-20,2012-07-25,Second Class
1856,CA-2011-114643,2011-06-13,2011-06-17,Standard Class
1857,US-2014-158218,2014-05-13,2014-05-16,Second Class
1858,US-2014-158218,2014-05-13,2014-05-16,Second Class
1859,CA-2012-121608,2012-09-03,2012-09-05,First Class
1860,CA-2012-121608,2012-09-03,2012-09-05,First Class
1861,US-2014-121251,2014-03-27,2014-03-28,First Class
1862,US-2014-121251,2014-03-27,2014-03-28,First Class
1863,CA-2011-151078,2011-11-12,2011-11-12,Same Day
1864,US-2013-100839,2013-10-14,2013-10-18,Standard Class
1865,US-2013-100839,2013-10-14,2013-10-18,Standard Class
1866,US-2014-116659,2014-11-13,2014-11-13,Same Day
1867,CA-2014-118857,2014-04-16,2014-04-19,First Class
1868,CA-2012-127110,2012-06-25,2012-07-01,Standard Class
1869,CA-2012-127110,2012-06-25,2012-07-01,Standard Class
1870,CA-2013-148201,2013-08-27,2013-08-30,Second Class
1871,CA-2011-116932,2011-07-21,2011-07-25,Standard Class
1872,CA-2011-116932,2011-07-21,2011-07-25,Standard Class
1873,CA-2011-116932,2011-07-21,2011-07-25,Standard Class
1874,CA-2014-142888,2014-11-22,2014-11-26,Standard Class
1875,CA-2011-147914,2011-06-04,2011-06-09,Standard Class
1876,US-2013-112977,2013-03-11,2013-03-17,Standard Class
1877,CA-2014-112039,2014-03-26,2014-03-30,Standard Class
1878,CA-2014-118885,2014-12-30,2015-01-03,Standard Class
1879,CA-2014-118885,2014-12-30,2015-01-03,Standard Class
1880,US-2014-166611,2014-03-29,2014-04-03,Standard Class
1881,CA-2012-109512,2012-03-05,2012-03-05,Same Day
1882,CA-2012-109512,2012-03-05,2012-03-05,Same Day
1883,CA-2012-109512,2012-03-05,2012-03-05,Same Day
1884,CA-2013-118570,2013-11-14,2013-11-18,Standard Class
1885,CA-2014-154718,2014-01-20,2014-01-24,Second Class
1886,CA-2013-147578,2013-04-23,2013-04-27,Second Class
1887,CA-2011-140165,2011-05-13,2011-05-15,First Class
1888,CA-2011-140165,2011-05-13,2011-05-15,First Class
1889,CA-2011-142587,2011-10-21,2011-10-22,First Class
1890,CA-2011-142587,2011-10-21,2011-10-22,First Class
1891,CA-2011-157623,2011-03-14,2011-03-18,Standard Class
1892,CA-2011-157623,2011-03-14,2011-03-18,Standard Class
1893,CA-2014-145310,2014-12-23,2014-12-25,Second Class
1894,CA-2013-100083,2013-11-25,2013-11-30,Standard Class
1895,US-2014-108063,2014-12-03,2014-12-06,First Class
1896,CA-2012-109197,2012-12-31,2013-01-04,Standard Class
1897,CA-2014-141789,2014-10-04,2014-10-07,First Class
1898,CA-2011-169775,2011-08-29,2011-09-02,Second Class
1899,CA-2011-169775,2011-08-29,2011-09-02,Second Class
1900,CA-2011-169775,2011-08-29,2011-09-02,Second Class
1901,CA-2013-140543,2013-06-30,2013-07-04,Second Class
1902,CA-2013-151141,2013-08-21,2013-08-24,First Class
1903,CA-2014-167094,2014-10-22,2014-10-23,First Class
1904,CA-2014-167094,2014-10-22,2014-10-23,First Class
1905,CA-2014-167094,2014-10-22,2014-10-23,First Class
1906,CA-2014-154410,2014-10-22,2014-10-25,First Class
1907,US-2013-150567,2013-05-18,2013-05-22,Standard Class
1908,US-2013-150567,2013-05-18,2013-05-22,Standard Class
1909,CA-2012-157959,2012-02-03,2012-02-04,First Class
1910,CA-2014-105886,2014-12-19,2014-12-24,Standard Class
1911,CA-2013-105963,2013-11-16,2013-11-23,Standard Class
1912,CA-2014-121503,2014-07-04,2014-07-07,Second Class
1913,CA-2014-121503,2014-07-04,2014-07-07,Second Class
1914,CA-2011-103366,2011-01-16,2011-01-18,First Class
1915,CA-2014-124597,2014-05-01,2014-05-06,Standard Class
1916,CA-2014-124597,2014-05-01,2014-05-06,Standard Class
1917,CA-2014-124597,2014-05-01,2014-05-06,Standard Class
1918,CA-2012-105634,2012-11-08,2012-11-14,Standard Class
1919,CA-2012-123673,2012-10-30,2012-11-01,Second Class
1920,US-2014-111423,2014-08-18,2014-08-20,First Class
1921,US-2014-111423,2014-08-18,2014-08-20,First Class
1922,CA-2012-125178,2012-10-03,2012-10-09,Standard Class
1923,CA-2013-156685,2013-07-09,2013-07-11,Second Class
1924,CA-2013-156685,2013-07-09,2013-07-11,Second Class
1925,CA-2014-126865,2014-12-06,2014-12-08,Second Class
1926,CA-2014-102834,2014-03-10,2014-03-14,Standard Class
1927,US-2013-139710,2013-06-10,2013-06-16,Standard Class
1928,CA-2014-121538,2014-11-29,2014-12-02,First Class
1929,US-2014-101539,2014-03-17,2014-03-19,Second Class
1930,US-2014-101539,2014-03-17,2014-03-19,Second Class
1931,US-2014-101539,2014-03-17,2014-03-19,Second Class
1932,CA-2013-152121,2013-11-28,2013-11-30,Second Class
1933,CA-2014-161200,2014-08-07,2014-08-11,Second Class
1934,CA-2014-161200,2014-08-07,2014-08-11,Second Class
1935,CA-2014-101245,2014-11-28,2014-12-04,Standard Class
1936,CA-2014-101245,2014-11-28,2014-12-04,Standard Class
1937,CA-2012-141768,2012-05-25,2012-05-27,Second Class
1938,CA-2013-112109,2013-07-09,2013-07-13,Standard Class
1939,CA-2013-112109,2013-07-09,2013-07-13,Standard Class
1940,CA-2013-112109,2013-07-09,2013-07-13,Standard Class
1941,CA-2013-112109,2013-07-09,2013-07-13,Standard Class
1942,CA-2014-144064,2014-08-30,2014-09-02,First Class
1943,CA-2014-144064,2014-08-30,2014-09-02,First Class
1944,CA-2014-144064,2014-08-30,2014-09-02,First Class
1945,CA-2013-108581,2013-06-21,2013-06-27,Standard Class
1946,CA-2013-108581,2013-06-21,2013-06-27,Standard Class
1947,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1948,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1949,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1950,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1951,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1952,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1953,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1954,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1955,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1956,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1957,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1958,CA-2014-157987,2014-09-03,2014-09-07,Standard Class
1959,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1960,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1961,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1962,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1963,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1964,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1965,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1966,CA-2014-110905,2014-09-11,2014-09-16,Second Class
1967,CA-2014-165841,2014-12-22,2014-12-29,Standard Class
1968,CA-2014-165841,2014-12-22,2014-12-29,Standard Class
1969,CA-2014-165841,2014-12-22,2014-12-29,Standard Class
1970,CA-2014-117485,2014-09-24,2014-09-30,Standard Class
1971,CA-2014-140242,2014-05-07,2014-05-12,Standard Class
1972,CA-2014-140242,2014-05-07,2014-05-12,Standard Class
1973,CA-2011-148950,2011-12-14,2011-12-19,Standard Class
1974,CA-2011-148950,2011-12-14,2011-12-19,Standard Class
1975,CA-2011-148950,2011-12-14,2011-12-19,Standard Class
1976,CA-2011-110408,2011-10-18,2011-10-20,Second Class
1977,CA-2011-110408,2011-10-18,2011-10-20,Second Class
1978,CA-2011-110408,2011-10-18,2011-10-20,Second Class
1979,CA-2012-109939,2012-05-08,2012-05-12,Standard Class
1980,CA-2013-112669,2013-04-15,2013-04-15,Same Day
1981,CA-2013-112669,2013-04-15,2013-04-15,Same Day
1982,CA-2012-119592,2012-12-14,2012-12-16,Second Class
1983,CA-2011-122749,2011-12-03,2011-12-09,Standard Class
1984,CA-2011-164721,2011-11-25,2011-11-27,Second Class
1985,CA-2011-164721,2011-11-25,2011-11-27,Second Class
1986,CA-2011-164721,2011-11-25,2011-11-27,Second Class
1987,CA-2013-147417,2013-07-26,2013-07-28,First Class
1988,CA-2012-127509,2012-11-09,2012-11-13,Standard Class
1989,CA-2012-127509,2012-11-09,2012-11-13,Standard Class
1990,CA-2012-127509,2012-11-09,2012-11-13,Standard Class
1991,CA-2012-127509,2012-11-09,2012-11-13,Standard Class
1992,CA-2014-111374,2014-02-25,2014-03-01,Standard Class
1993,CA-2014-133648,2014-06-26,2014-07-03,Standard Class
1994,CA-2014-133648,2014-06-26,2014-07-03,Standard Class
1995,CA-2014-133648,2014-06-26,2014-07-03,Standard Class
1996,US-2014-147221,2014-12-03,2014-12-05,Second Class
1997,US-2014-147221,2014-12-03,2014-12-05,Second Class
1998,CA-2011-131905,2011-02-07,2011-02-10,First Class
1999,CA-2011-131905,2011-02-07,2011-02-10,First Class
2000,CA-2011-131905,2011-02-07,2011-02-10,First Class
2001,CA-2014-166128,2014-04-12,2014-04-19,Standard Class
2002,CA-2014-166128,2014-04-12,2014-04-19,Standard Class
2003,CA-2014-163510,2014-12-26,2014-12-29,Second Class
2004,CA-2014-163510,2014-12-26,2014-12-29,Second Class
2005,US-2014-143028,2014-04-12,2014-04-19,Standard Class
2006,CA-2011-111150,2011-12-31,2012-01-04,Standard Class
2007,CA-2011-111150,2011-12-31,2012-01-04,Standard Class
2008,CA-2014-165386,2014-08-04,2014-08-05,First Class
2009,CA-2011-116407,2011-11-15,2011-11-21,Standard Class
2010,CA-2011-116407,2011-11-15,2011-11-21,Standard Class
2011,CA-2011-116407,2011-11-15,2011-11-21,Standard Class
2012,CA-2012-155761,2012-12-11,2012-12-11,Same Day
2013,CA-2012-155761,2012-12-11,2012-12-11,Same Day
2014,CA-2013-145905,2013-09-19,2013-09-24,Standard Class
2015,CA-2013-145905,2013-09-19,2013-09-24,Standard Class
2016,CA-2013-145905,2013-09-19,2013-09-24,Standard Class
2017,CA-2012-113110,2012-03-19,2012-03-23,Standard Class
2018,CA-2012-113110,2012-03-19,2012-03-23,Standard Class
2019,CA-2012-113110,2012-03-19,2012-03-23,Standard Class
2020,CA-2012-113110,2012-03-19,2012-03-23,Standard Class
2021,CA-2013-168354,2013-09-20,2013-09-22,First Class
2022,CA-2013-168354,2013-09-20,2013-09-22,First Class
2023,CA-2013-168354,2013-09-20,2013-09-22,First Class
2024,CA-2013-168354,2013-09-20,2013-09-22,First Class
2025,US-2014-111241,2014-08-21,2014-08-23,Second Class
2026,CA-2012-114237,2012-03-13,2012-03-15,First Class
2027,CA-2013-113516,2013-09-09,2013-09-11,Second Class
2028,CA-2013-113516,2013-09-09,2013-09-11,Second Class
2029,CA-2012-117961,2012-11-26,2012-11-30,Standard Class
2030,CA-2012-117961,2012-11-26,2012-11-30,Standard Class
2031,CA-2012-117961,2012-11-26,2012-11-30,Standard Class
2032,CA-2012-117961,2012-11-26,2012-11-30,Standard Class
2033,CA-2013-128923,2013-12-10,2013-12-14,Standard Class
2034,CA-2013-128923,2013-12-10,2013-12-14,Standard Class
2035,CA-2014-162481,2014-09-26,2014-09-30,Standard Class
2036,CA-2014-162481,2014-09-26,2014-09-30,Standard Class
2037,CA-2012-119214,2012-01-23,2012-01-27,Standard Class
2038,CA-2012-119214,2012-01-23,2012-01-27,Standard Class
2039,CA-2012-122287,2012-06-18,2012-06-23,Standard Class
2040,CA-2012-122287,2012-06-18,2012-06-23,Standard Class
2041,CA-2012-122287,2012-06-18,2012-06-23,Standard Class
2042,CA-2012-122287,2012-06-18,2012-06-23,Standard Class
2043,CA-2012-104493,2012-10-02,2012-10-08,Standard Class
2044,US-2014-158946,2014-11-19,2014-11-24,Standard Class
2045,CA-2011-129168,2011-08-17,2011-08-23,Standard Class
2046,CA-2013-131835,2013-07-18,2013-07-22,Standard Class
2047,CA-2013-131835,2013-07-18,2013-07-22,Standard Class
2048,CA-2013-131835,2013-07-18,2013-07-22,Standard Class
2049,CA-2012-142237,2012-07-11,2012-07-13,First Class
2050,CA-2012-142237,2012-07-11,2012-07-13,First Class
2051,CA-2012-142237,2012-07-11,2012-07-13,First Class
2052,CA-2012-142237,2012-07-11,2012-07-13,First Class
2053,CA-2012-142237,2012-07-11,2012-07-13,First Class
2054,CA-2012-142237,2012-07-11,2012-07-13,First Class
2055,CA-2013-136434,2013-12-02,2013-12-08,Standard Class
2056,CA-2014-120376,2014-12-23,2014-12-26,First Class
2057,CA-2014-120376,2014-12-23,2014-12-26,First Class
2058,CA-2014-120376,2014-12-23,2014-12-26,First Class
2059,CA-2014-120376,2014-12-23,2014-12-26,First Class
2060,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2061,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2062,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2063,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2064,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2065,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2066,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2067,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2068,CA-2011-106439,2011-10-31,2011-11-04,Standard Class
2069,CA-2012-133452,2012-04-13,2012-04-19,Standard Class
2070,CA-2012-133452,2012-04-13,2012-04-19,Standard Class
2071,CA-2013-146521,2013-07-22,2013-07-24,Second Class
2072,US-2014-110996,2014-11-21,2014-11-26,Standard Class
2073,CA-2013-129693,2013-11-27,2013-12-03,Standard Class
2074,CA-2014-122504,2014-11-08,2014-11-13,Second Class
2075,CA-2014-122504,2014-11-08,2014-11-13,Second Class
2076,CA-2011-131051,2011-12-01,2011-12-05,Standard Class
2077,CA-2014-140676,2014-09-13,2014-09-16,First Class
2078,CA-2014-140676,2014-09-13,2014-09-16,First Class
2079,CA-2014-140676,2014-09-13,2014-09-16,First Class
2080,CA-2012-120103,2012-12-24,2012-12-29,Standard Class
2081,CA-2012-120103,2012-12-24,2012-12-29,Standard Class
2082,CA-2012-120103,2012-12-24,2012-12-29,Standard Class
2083,CA-2014-104647,2014-02-24,2014-03-02,Standard Class
2084,CA-2011-110352,2011-11-23,2011-11-29,Standard Class
2085,CA-2013-140501,2013-06-24,2013-06-29,Standard Class
2086,CA-2013-140501,2013-06-24,2013-06-29,Standard Class
2087,CA-2013-140501,2013-06-24,2013-06-29,Standard Class
2088,CA-2013-140501,2013-06-24,2013-06-29,Standard Class
