row_id,sales,quantity,discount,profit
2698,22638.48,6,0.5,-1811.0784
2699,21.376,4,0.2,7.4816
2700,8.016,3,0.2,1.002
2701,30.768,2,0.2,8.0766
2702,18.936,3,0.2,5.9175
2703,122.352,3,0.2,15.294
2704,116.28,3,0.0,56.9772
2705,132.6,6,0.0,17.238
2706,16.68,2,0.0,4.3368
2707,19.44,3,0.0,9.3312
2708,192.16,4,0.0,92.2368
2709,227.36,7,0.0,81.8496
2710,1919.976,3,0.2,215.9973
2711,12.828,2,0.7,-8.9796
2712,45.888,4,0.2,9.1776
2713,60.12,9,0.0,22.2444
2714,302.376,3,0.2,37.797
2715,13.9,5,0.0,5.56
2716,129.98,2,0.0,62.3904
2717,71.98,2,0.0,15.1158
2718,377.97,3,0.0,109.6113
2719,124.36,2,0.0,33.5772
2720,23.976,3,0.6,-14.3856
2721,8.376,3,0.2,2.7222
2722,58.24,5,0.2,5.096
2723,81.2,5,0.0,12.18
2724,14.45,5,0.0,6.7915
2725,95.648,2,0.2,31.0856
2726,359.97,5,0.4,-71.994
2727,350.352,4,0.4,-140.1408
2728,1.641,1,0.7,-1.3128
2729,629.958,7,0.4,94.4937
2730,6.63,3,0.0,1.7901
2731,799.96,4,0.0,343.9828
2732,107.53,1,0.0,21.506
2733,73.98,2,0.0,19.9746
2734,5.58,1,0.0,2.1762
2735,49.12,4,0.0,23.0864
2736,377.97,3,0.0,94.4925
2737,42.28,7,0.0,19.8716
2738,299.97,3,0.0,56.9943
2739,89.98,2,0.0,43.1904
2740,477.24,4,0.0,9.5448
2741,25.98,2,0.0,1.5588
2742,46.72,5,0.2,17.52
2743,35.34,2,0.0,13.4292
2744,257.64,6,0.0,100.4796
2745,125.976,3,0.2,47.241
2746,79.992,1,0.2,21.9978
2747,700.056,3,0.3,-130.0104
2748,27.168,4,0.2,-1.3584
2749,8.226,3,0.7,-6.0324
2750,585.552,3,0.2,73.194
2751,423.28,11,0.0,110.0528
2752,225.296,2,0.2,22.5296
2753,5.56,2,0.0,2.224
2754,323.37,3,0.0,129.348
2755,783.96,5,0.2,68.5965
2756,1447.65,5,0.0,419.8185
2757,11.96,2,0.0,5.8604
2758,239.97,3,0.0,71.991
2759,76.92,4,0.0,31.5372
2760,481.32,4,0.0,125.1432
2761,48.4,5,0.0,23.232
2762,0.99,1,0.0,0.4356
2763,101.84,5,0.2,36.917
2764,10.332,3,0.7,-7.5768
2765,31.155,5,0.7,-23.8855
2766,8.928,2,0.2,0.6696
2767,34.384,1,0.2,3.8682
2768,1924.16,8,0.2,312.676
2769,32.192,2,0.8,-80.48
2770,50.12,7,0.2,-0.6265
2771,47.976,3,0.2,1.7991
2772,54.5,5,0.0,14.17
2773,19.104,3,0.2,5.7312
2774,49.44,3,0.0,24.2256
2775,10.368,2,0.2,3.6288
2776,154.44,3,0.0,1.5444
2777,60.984,7,0.2,4.5738
2778,195.466,2,0.15,-13.7976
2779,23.68,8,0.2,6.216
2780,2.376,3,0.2,0.7425
2781,59.2,4,0.0,29.6
2782,22.0,10,0.0,9.68
2783,257.98,2,0.0,74.8142
2784,23.988,2,0.4,-15.992
2785,23.976,4,0.4,-15.5844
2786,601.536,4,0.2,0.0
2787,7.9,2,0.0,2.528
2788,58.36,5,0.6,-24.803
2789,16.464,7,0.2,1.4406
2790,39.96,5,0.6,-23.976
2791,25.96,2,0.0,7.5284
2792,36.27,3,0.0,10.881
2793,6.48,1,0.0,3.1104
2794,1075.088,14,0.2,94.0702
2795,438.368,4,0.2,38.3572
2796,18.088,7,0.2,6.5569
2797,308.499,3,0.15,-18.147
2798,13.36,4,0.0,4.1416
2799,39.96,2,0.0,18.7812
2800,145.85,5,0.0,70.008
2801,783.96,5,0.2,78.396
2802,7.88,1,0.2,1.773
2803,41.37,3,0.0,17.3754
2804,12.84,3,0.0,5.778
2805,25.68,6,0.0,11.556
2806,47.516,2,0.3,-2.0364
2807,9.42,2,0.0,0.471
2808,12.96,2,0.0,6.2208
2809,704.9,5,0.0,56.392
2810,561.568,2,0.2,28.0784
2811,179.82,9,0.0,84.5154
2812,185.58,6,0.0,76.0878
2813,214.11,3,0.0,36.3987
2814,999.96,4,0.0,229.9908
2815,653.55,3,0.0,111.1035
2816,114.6,5,0.0,51.57
2817,60.74,1,0.0,15.185
2818,124.36,2,0.0,27.3592
2819,1088.76,6,0.0,315.7404
2820,6.72,5,0.2,2.352
2821,298.776,3,0.2,7.4694
2822,302.376,3,0.2,22.6782
2823,8.928,2,0.2,0.558
2824,47.584,2,0.2,-2.974
2825,33.792,8,0.2,10.56
2826,300.5328,2,0.32,-97.2312
2827,2.724,2,0.8,-4.3584
2828,3.264,2,0.2,1.1016
2829,108.336,6,0.2,37.9176
2830,55.92,5,0.2,6.291
2831,78.304,2,0.2,29.364
2832,443.92,5,0.2,-94.333
2833,155.976,3,0.2,54.5916
2834,15.47,7,0.0,4.1769
2835,7.16,2,0.0,3.4368
2836,10.89,1,0.0,2.8314
2837,19.44,3,0.0,9.3312
2838,121.6,5,0.2,39.52
2839,695.7,2,0.5,-27.828
2840,120.33,1,0.0,31.2858
2841,1139.92,4,0.0,284.98
2842,229.544,7,0.2,83.2097
2843,143.728,2,0.2,-32.3388
2844,36.048,3,0.2,-0.9012
2845,845.488,8,0.3,-12.0784
2846,50.94,3,0.0,14.2632
2847,762.594,3,0.8,-1143.891
2848,56.28,6,0.0,15.7584
2849,2690.97,3,0.0,1264.7559
2850,7.434,6,0.7,-5.6994
2851,64.784,1,0.2,-12.9568
2852,28.16,4,0.0,13.2352
2853,14.98,1,0.0,6.8908
2854,20.32,4,0.0,6.9088
2855,40.29,3,0.0,10.4754
2856,20.23,7,0.0,9.5081
2857,1603.136,4,0.2,100.196
2858,225.296,2,0.2,22.5296
2859,67.8,4,0.0,4.068
2860,377.97,3,0.0,98.2722
2861,1628.82,9,0.0,374.6286
2862,286.93,7,0.0,140.5957
2863,20.736,4,0.2,7.2576
2864,31.44,3,0.0,8.4888
2865,83.79,7,0.0,22.6233
2866,59.52,3,0.0,15.4752
2867,31.92,4,0.0,9.2568
2868,14.72,5,0.2,-3.312
2869,38.976,3,0.2,-2.436
2870,17.088,2,0.2,1.068
2871,74.352,3,0.2,23.235
2872,314.352,3,0.2,-35.3646
2873,4.26,1,0.0,1.7466
2874,811.28,8,0.0,24.3384
2875,6.03,3,0.0,2.9547
2876,153.568,2,0.2,-5.7588
2877,1013.488,7,0.2,76.0116
2878,52.34,2,0.0,24.5998
2879,4.66,2,0.0,1.3514
2880,254.97,3,0.0,91.7892
2881,25.44,6,0.0,12.72
2882,27.93,3,0.0,8.0997
2883,8.85,5,0.8,-13.7175
2884,6.96,4,0.0,2.2272
2885,17.456,2,0.2,5.8914
2886,307.92,5,0.2,-34.641
2887,6.63,3,0.0,1.7901
2888,12.96,2,0.0,6.2208
2889,32.4,5,0.0,15.552
2890,23.85,5,0.0,10.7325
2891,51.96,2,0.0,12.99
2892,17.94,3,0.0,8.6112
2893,11.56,2,0.0,5.6644
2894,26.4,5,0.0,11.88
2895,69.08,11,0.0,29.0136
2896,35.88,3,0.0,10.0464
2897,49.65,5,0.0,20.853
2898,959.968,4,0.2,119.996
2899,408.422,2,0.3,-5.8346
2900,479.984,2,0.2,59.998
2901,12.6,4,0.0,6.048
2902,184.66,7,0.0,84.9436
2903,23.12,5,0.2,8.381
2904,37.464,7,0.2,12.1758
2905,539.658,3,0.3,-7.7094
2906,310.12,2,0.0,80.6312
2907,8.56,2,0.0,3.852
2908,52.4,5,0.0,14.148
2909,14.94,3,0.0,6.8724
2910,11.22,3,0.0,0.2244
2911,387.136,4,0.2,24.196
2912,41.4,5,0.0,19.458
2913,35.0,4,0.0,10.5
2914,39.552,3,0.2,14.3376
2915,135.72,3,0.0,35.2872
2916,12.56,2,0.0,5.652
2917,263.96,4,0.0,71.2692
2918,5.952,1,0.2,0.372
2919,15.8,5,0.2,2.37
2920,14.368,2,0.2,3.9512
2921,70.448,7,0.2,12.3284
2922,129.3,2,0.0,6.465
2923,3.882,3,0.8,-5.823
2924,6.08,1,0.0,3.04
2925,19.9,1,0.0,8.955
2926,70.71,1,0.0,4.9497
2927,18.84,3,0.0,7.9128
2928,8.64,3,0.0,2.5056
2929,1633.188,4,0.7,-1306.5504
2930,19.76,4,0.0,8.2992
2931,6.608,2,0.2,2.2302
2932,7.28,2,0.2,2.73
2933,144.784,1,0.2,10.8588
2934,156.792,1,0.2,13.7193
2935,431.976,3,0.2,26.9985
2936,35.89,1,0.0,16.1505
2937,47.208,7,0.2,15.3426
2938,248.08,7,0.0,116.5976
2939,189.7,5,0.0,89.159
2940,59.808,3,0.2,19.4376
2941,90.99,1,0.0,14.5584
2942,1526.56,7,0.0,427.4368
2943,368.97,3,0.0,40.5867
2944,305.01,9,0.0,76.2525
2945,18.7,1,0.0,7.106
2946,38.29,7,0.0,16.4647
2947,26.25,3,0.0,11.025
2948,64.96,14,0.2,22.736
2949,43.7,5,0.0,20.539
2950,41.6,4,0.2,13.0
2951,23.12,5,0.2,8.381
2952,113.888,2,0.2,9.9652
2953,113.568,2,0.2,-5.6784
2954,7.92,2,0.2,0.693
2955,671.984,2,0.2,50.3988
2956,39.99,1,0.0,11.5971
2957,191.646,3,0.1,31.941
2958,2.313,1,0.7,-1.9275
2959,19.936,4,0.2,7.2268
2960,45.92,4,0.0,21.5824
2961,20.34,3,0.0,9.3564
2962,39.28,8,0.0,19.2472
2963,81.568,2,0.2,9.1764
2964,97.184,2,0.2,6.074
2965,24.32,5,0.2,8.208
2966,18.96,2,0.0,7.584
2967,32.952,6,0.6,-19.7712
2968,30.016,4,0.2,3.0016
2969,499.584,3,0.2,43.7136
2970,31.104,6,0.2,10.8864
2971,13.272,8,0.7,-10.6176
2972,28.272,2,0.2,6.3612
2973,259.136,4,0.2,-51.8272
2974,10.8,5,0.0,5.184
2975,244.006,2,0.3,-31.3722
2976,15.936,4,0.2,5.3784
2977,188.552,7,0.3,-2.6936
2978,22.58,2,0.0,5.8708
2979,545.94,6,0.0,87.3504
2980,20.736,4,0.2,7.2576
2981,43.296,2,0.2,4.3296
2982,123.136,4,0.2,13.8528
2983,11.264,4,0.2,3.8016
2984,53.424,3,0.2,4.6746
2985,275.49,1,0.5,-170.8038
2986,24.96,4,0.0,6.24
2987,19.36,2,0.0,9.2928
2988,1267.65,9,0.0,152.118
2989,12.99,1,0.0,0.7794
2990,18.56,4,0.2,6.496
2991,449.15,5,0.0,8.983
2992,31.248,7,0.2,10.9368
2993,61.44,3,0.0,16.5888
2994,895.92,4,0.0,421.0824
2995,55.36,4,0.2,18.684
2996,55.92,5,0.2,6.291
2997,24.896,4,0.2,8.4024
2998,3.984,1,0.2,0.6474
2999,95.968,4,0.2,28.7904
3000,206.991,3,0.7,-172.4925
3001,44.416,2,0.2,3.8864
3002,9.006,2,0.7,-7.2048
3003,19.0,5,0.0,8.93
3004,33.376,4,0.2,10.43
3005,207.48,1,0.0,62.244
3006,91.68,3,0.0,45.84
3007,904.9,5,0.0,253.372
3008,34.272,3,0.2,11.1384
3009,191.82,3,0.0,74.8098
3010,243.88,5,0.2,27.4365
3011,12.03,5,0.7,-9.223
3012,2549.985,5,0.7,-3399.98
3013,21.594,2,0.7,-15.8356
3014,8.964,6,0.7,-6.5736
3015,20.736,4,0.2,7.2576
3016,344.22,2,0.4,-103.266
3017,727.296,8,0.2,-172.7328
3018,22.608,3,0.6,-10.1736
3019,666.4,7,0.2,-33.32
3020,5.04,3,0.0,0.2016
3021,92.94,3,0.0,41.823
3022,66.69,3,0.0,22.0077
3023,91.68,5,0.2,28.65
3024,327.7328,2,0.32,-14.4588
3025,52.272,11,0.2,17.6418
3026,17.94,3,0.0,8.073
3027,254.352,3,0.2,0.0
3028,8.288,2,0.2,2.6936
3029,504.9,5,0.0,80.784
3030,403.168,4,0.2,25.198
3031,194.32,4,0.0,31.0912
3032,25.99,1,0.0,7.5371
3033,195.136,4,0.2,-12.196
3034,20.736,4,0.2,7.2576
3035,53.7,6,0.0,10.203
3036,36.26,7,0.0,16.6796
3037,56.3,2,0.0,15.764
3038,32.4,5,0.0,15.552
3039,29.16,2,0.0,10.7892
3040,171.288,3,0.2,-6.4233
3041,16.72,5,0.2,3.344
3042,12.96,2,0.0,6.2208
3043,22.18,2,0.0,10.8682
3044,2054.272,8,0.2,256.784
3045,1022.97,5,0.4,-255.7425
3046,13.9,5,0.0,3.614
3047,26.38,1,0.0,12.1348
3048,43.176,7,0.2,13.4925
3049,411.8,2,0.0,70.006
3050,360.0,4,0.0,129.6
3051,41.96,2,0.0,2.9372
3052,227.84,4,0.0,66.0736
3053,37.94,2,0.0,18.2112
3054,517.9,2,0.0,134.654
3055,5.28,2,0.0,2.4288
3056,2799.96,5,0.2,874.9875
3057,8.96,2,0.0,4.3008
3058,31.5,10,0.0,15.12
3059,30.56,2,0.0,10.3904
3060,24.368,2,0.2,-3.3506
3061,119.976,3,0.2,22.4955
3062,26.88,8,0.2,9.744
3063,83.97,3,0.0,23.5116
3064,104.97,3,0.0,7.3479
3065,90.8,8,0.0,25.424
3066,140.736,8,0.2,49.2576
3067,214.95,5,0.0,88.1295
3068,45.36,7,0.0,21.7728
3069,288.24,6,0.0,138.3552
3070,663.936,4,0.2,82.992
3071,2934.33,7,0.0,792.2691
3072,124.41,3,0.0,14.9292
3073,57.75,5,0.0,26.565
3074,114.46,2,0.0,28.615
3075,120.666,2,0.15,18.4548
3076,342.864,3,0.2,38.5722
3077,16.74,5,0.6,-14.229
3078,981.372,2,0.3,-140.196
3079,31.84,8,0.0,10.5072
3080,12.96,2,0.0,6.2208
3081,43.176,3,0.2,15.1116
3082,58.34,2,0.0,28.0032
3083,539.97,3,0.0,134.9925
3084,3.928,1,0.2,1.3257
3085,252.784,4,0.8,-417.0936
3086,127.984,2,0.2,15.998
3087,3.984,2,0.6,-2.6892
3088,12.992,2,0.8,-32.48
3089,61.0,5,0.0,25.62
3090,671.93,7,0.0,188.1404
3091,447.86,7,0.0,219.4514
3092,479.95,5,0.0,129.5865
3093,166.44,3,0.0,79.8912
3094,31.68,4,0.2,2.772
3095,10.368,2,0.2,3.6288
3096,12.032,8,0.2,2.256
3097,5.768,2,0.8,-13.5548
3098,33.12,4,0.2,11.592
3099,220.2656,4,0.32,-42.1096
3100,10.776,3,0.2,3.5022
3101,242.352,3,0.2,9.0882
3102,695.16,6,0.0,34.758
3103,220.98,1,0.0,50.8254
3104,12.957,7,0.7,-9.5018
3105,25.68,6,0.0,11.556
3106,15.712,4,0.2,5.6956
3107,298.464,6,0.2,26.1156
3108,21.93,3,0.0,10.0878
3109,242.94,3,0.0,4.8588
3110,7.64,1,0.0,3.7436
3111,51.84,8,0.0,25.4016
3112,265.17,1,0.0,47.7306
3113,837.6,3,0.2,62.82
3114,135.9,5,0.0,63.873
3115,34.68,6,0.0,16.9932
3116,532.704,6,0.2,-39.9528
3117,43.1,5,0.0,11.206
3118,15.88,4,0.0,0.1588
3119,1123.92,5,0.2,-182.637
3120,249.584,2,0.2,31.198
3121,48.672,3,0.2,7.3008
3122,60.768,2,0.2,7.596
3123,78.6,5,0.7,-62.88
3124,3.768,2,0.7,-3.14
3125,1036.624,2,0.2,51.8312
3126,563.808,4,0.2,21.1428
3127,258.528,2,0.4,-47.3968
3128,49.12,4,0.0,23.0864
3129,44.46,2,0.0,14.6718
3130,241.568,2,0.2,18.1176
3131,395.0,5,0.0,39.5
3132,627.168,4,0.2,70.5564
3133,13.28,2,0.0,6.3744
3134,12.672,3,0.2,4.4352
3135,30.56,5,0.8,-45.84
3136,77.952,3,0.2,-15.5904
3137,67.992,1,0.2,8.499
3138,12.224,2,0.2,4.4312
3139,44.784,2,0.2,-0.5598
3140,22.848,3,0.6,-17.7072
3141,206.43,3,0.0,90.8292
3142,210.392,2,0.8,-336.6272
3143,119.96,5,0.2,35.988
3144,10.608,6,0.2,0.9282
3145,347.802,7,0.3,-24.843
3146,963.136,4,0.2,108.3528
3147,88.776,3,0.2,7.7679
3148,32.4,5,0.0,10.368
3149,32.4,5,0.0,15.552
3150,31.05,3,0.0,14.904
3151,2025.36,6,0.2,607.608
3152,1799.994,2,0.7,-2639.9912
3153,101.988,2,0.4,-16.998
3154,262.864,7,0.2,69.0018
3155,735.98,2,0.0,331.191
3156,93.024,3,0.2,33.7212
3157,284.364,2,0.4,-75.8304
3158,26.0,2,0.0,11.7
3159,67.64,5,0.2,5.9185
3160,119.976,3,0.2,-17.9964
3161,5.18,5,0.8,-8.029
3162,15.56,2,0.0,7.3132
3163,78.35,5,0.0,36.8245
3164,59.52,3,0.0,15.4752
3165,38.52,9,0.0,17.334
3166,239.984,2,0.2,23.9984
3167,19.35,3,0.0,9.4815
3168,67.0,5,0.0,32.16
3169,390.272,8,0.2,-24.392
3170,62.192,13,0.2,19.435
3171,23.88,6,0.0,11.2236
3172,3.168,2,0.8,-4.752
3173,528.43,5,0.3,0.0
3174,13.392,3,0.2,1.5066
3175,181.86,7,0.0,50.9208
3176,180.588,2,0.7,-240.784
3177,47.984,2,0.2,0.5998
3178,18.76,2,0.0,9.0048
3179,20.94,3,0.0,6.0726
3180,58.68,2,0.0,18.1908
3181,254.9,5,0.0,68.823
3182,9.64,2,0.0,4.4344
3183,826.62,3,0.0,355.4466
3184,1633.14,9,0.0,473.6106
3185,544.38,3,0.0,157.8702
3186,26.046,3,0.8,-44.2782
3187,74.352,3,0.2,26.9526
3188,69.93,7,0.0,32.1678
3189,3.75,1,0.0,1.8
3190,20.928,4,0.2,7.5864
3191,12.672,3,0.2,-3.168
3192,65.99,1,0.0,17.1574
3193,6.37,7,0.8,-9.555
3194,3.648,3,0.8,-6.0192
3195,31.104,6,0.2,10.8864
3196,23.34,3,0.0,0.2334
3197,29.97,3,0.0,14.0859
3198,3.366,3,0.7,-2.244
3199,95.968,4,0.2,9.5968
3200,18.704,7,0.2,2.338
3201,149.232,3,0.2,3.7308
3202,15.936,4,0.2,5.7768
3203,601.536,8,0.2,60.1536
3204,10.99,1,0.0,4.2861
3205,39.88,2,0.0,11.1664
3206,62.24,8,0.0,28.008
3207,53.2,5,0.0,14.896
3208,39.84,8,0.0,18.3264
3209,349.95,5,0.0,118.983
3210,377.928,9,0.2,141.723
3211,13.392,3,0.2,5.022
3212,11.228,7,0.8,-18.5262
3213,207.24,11,0.0,58.0272
3214,1.504,1,0.2,0.1692
3215,34.848,2,0.2,6.534
3216,75.18,6,0.0,35.3346
3217,149.97,3,0.0,52.4895
3218,931.176,3,0.2,314.2719
3219,430.88,2,0.0,124.9552
3220,94.85,5,0.0,45.528
3221,51.12,4,0.0,23.004
3222,90.0,1,0.0,32.4
3223,9.408,2,0.2,3.4104
3224,4.672,2,0.2,1.46
3225,318.4,2,0.2,107.46
3226,12.768,6,0.2,4.6284
3227,15.36,2,0.2,-3.264
3228,230.376,3,0.2,20.1579
3229,7.16,1,0.2,-0.0895
3230,375.34,1,0.0,18.767
3231,114.9,5,0.0,39.066
3232,26.046,3,0.8,-44.2782
3233,2.896,1,0.8,-4.7784
3234,32.544,2,0.2,-7.7292
3235,3.984,1,0.2,1.3944
3236,181.797,1,0.3,-15.5826
3237,44.94,3,0.0,12.5832
3238,45.576,3,0.2,15.9516
3239,318.43,5,0.3,-77.333
3240,122.92,7,0.2,46.095
3241,7.068,3,0.6,-2.8272
3242,56.45,5,0.0,14.677
3243,13.468,13,0.8,-22.8956
3244,219.8,5,0.2,24.7275
3245,317.058,3,0.3,-18.1176
3246,49.08,3,0.0,4.908
3247,324.9,5,0.0,38.988
3248,18.24,3,0.0,5.2896
3249,113.888,2,0.2,9.9652
3250,105.584,2,0.2,7.9188
3251,24.85,7,0.0,11.6795
3252,60.312,3,0.2,5.2773
3253,7.056,3,0.2,2.205
3254,27.184,2,0.2,2.0388
3255,107.984,1,0.2,9.4486
3256,19.296,3,0.2,6.03
3257,4.608,2,0.2,1.6704
3258,79.974,3,0.4,-29.3238
3259,2.946,2,0.7,-2.0622
3260,3.136,2,0.8,-4.704
3261,20.736,4,0.2,7.2576
3262,99.98,2,0.0,7.9984
3263,733.95,7,0.0,352.296
3264,241.44,3,0.0,72.432
3265,10.08,4,0.2,3.528
3266,281.904,2,0.2,10.5714
3267,201.432,3,0.2,67.9833
3268,135.98,2,0.0,33.995
3269,44.95,1,0.0,12.586
3270,2.97,3,0.0,1.3068
3271,6.54,3,0.0,2.6814
3272,7.92,8,0.0,3.4848
3273,203.92,5,0.2,22.941
3274,3359.952,6,0.2,1049.985
3275,18.24,3,0.0,9.12
3276,27.78,6,0.0,9.1674
3277,22.96,7,0.0,7.5768
3278,28.99,1,0.0,8.4071
3279,12.96,2,0.0,6.3504
3280,22.96,7,0.0,6.6584
3281,4164.05,5,0.0,83.281
3282,47.984,2,0.2,13.1956
3283,4.624,1,0.2,1.6762
3284,15.24,3,0.0,5.1816
3285,63.924,7,0.7,-46.8776
3286,6.56,2,0.0,1.9024
3287,13.11,3,0.0,3.4086
3288,494.376,3,0.2,49.4376
3289,29.2,5,0.2,9.855
3290,248.85,5,0.0,27.3735
3291,36.24,1,0.0,15.2208
3292,11.68,2,0.0,3.504
3293,11.91,3,0.0,0.1191
3294,3.48,2,0.0,1.1136
3295,30.96,8,0.8,-52.632
3296,1704.89,11,0.0,767.2005
3297,19.194,7,0.7,-12.796
3298,121.792,4,0.2,13.7016
3299,1919.976,3,0.2,215.9973
3300,50.997,1,0.7,-40.7976
3301,76.792,1,0.2,-16.3183
3302,539.964,6,0.4,-107.9928
3303,60.312,3,0.2,5.2773
3304,1.944,3,0.7,-1.4256
3305,12.984,3,0.2,4.7067
3306,217.584,2,0.2,19.0386
3307,328.776,3,0.2,28.7679
3308,2.286,3,0.8,-3.6576
3309,47.984,2,0.2,14.3952
3310,25.344,6,0.2,8.8704
3311,232.4,5,0.2,78.435
3312,86.45,7,0.0,38.038
3313,603.92,5,0.2,45.294
3314,81.98,2,0.0,40.1702
3315,271.764,2,0.1,48.3136
3316,14.376,3,0.2,4.8519
3317,341.96,5,0.6,-427.45
3318,181.35,9,0.0,48.9645
3319,8.64,3,0.0,4.2336
3320,43.512,7,0.2,3.8073
3321,662.88,3,0.2,74.574
3322,25.92,5,0.2,9.072
3323,68.94,3,0.0,20.682
3324,128.82,3,0.0,50.2398
3325,896.99,5,0.8,-1480.0335
3326,1.234,1,0.8,-1.9744
3327,67.56,3,0.2,6.756
3328,21.72,5,0.2,7.8735
3329,262.336,8,0.2,95.0968
3330,148.48,2,0.2,16.704
3331,241.176,3,0.2,15.0735
3332,227.976,3,0.2,28.497
3333,52.68,3,0.2,19.755
3334,2.032,1,0.6,-1.3208
3335,17.12,4,0.0,4.9648
3336,431.968,4,0.2,37.7972
3337,129.92,4,0.0,10.3936
3338,568.728,3,0.2,28.4364
3339,117.144,9,0.2,42.4647
3340,203.52,3,0.0,54.9504
3341,51.75,5,0.0,24.84
3342,122.97,3,0.0,60.2553
3343,244.615,1,0.3,20.967
3344,59.97,3,0.0,28.7856
3345,81.54,9,0.0,36.693
3346,11.68,4,0.0,5.256
3347,29.0,5,0.0,13.92
3348,50.8,5,0.0,13.208
3349,16.03,5,0.8,-25.648
3350,15.712,4,0.2,5.6956
3351,89.97,3,0.0,18.8937
3352,435.999,3,0.15,20.5176
3353,83.984,2,0.2,31.494
3354,359.98,2,0.0,93.5948
3355,70.56,1,0.3,-4.032
3356,20.88,2,0.0,9.6048
3357,3.81,1,0.0,1.8288
3358,73.008,9,0.2,26.4654
3359,3.208,2,0.8,-5.2932
3360,26.176,2,0.2,-3.272
3361,30.44,4,0.0,14.3068
3362,35.28,3,0.0,11.9952
3363,19.44,3,0.0,9.3312
3364,37.88,2,0.0,18.94
3365,9.552,3,0.6,-3.8208
3366,290.666,2,0.15,3.4196
3367,10.368,2,0.2,3.6288
3368,14.352,3,0.2,4.485
3369,141.96,2,0.0,41.1684
3370,66.048,4,0.2,23.1168
3371,1287.45,5,0.0,244.6155
3372,25.824,6,0.2,9.0384
3373,160.96,2,0.0,48.288
3374,28.44,3,0.0,11.376
3375,364.41,5,0.1,8.098
3376,39.96,4,0.0,10.3896
3377,361.764,2,0.1,68.3332
3378,111.672,9,0.2,6.9795
3379,13.776,6,0.8,-22.0416
3380,10.272,3,0.2,3.21
3381,24.048,9,0.2,7.2144
3382,2.896,1,0.2,0.9774
3383,17.94,3,0.0,8.7906
3384,384.174,7,0.1,29.8802
3385,1799.75,5,0.0,539.925
3386,580.672,4,0.2,65.3256
3387,18.936,3,0.2,5.9175
3388,222.384,2,0.2,16.6788
3389,50.454,6,0.7,-33.636
3390,154.764,3,0.4,-36.1116
3391,6.848,2,0.2,2.14
3392,1091.168,4,0.2,68.198
3393,219.168,2,0.2,-43.8336
3394,6.928,1,0.8,-11.0848
3395,40.032,6,0.2,15.012
3396,443.92,4,0.0,13.3176
3397,169.99,1,0.0,78.1954
3398,25.92,4,0.0,12.4416
3399,36.99,1,0.0,9.9873
3400,629.1,6,0.0,301.968
3401,193.95,3,0.0,9.6975
3402,5.46,3,0.0,1.4742
3403,22.288,7,0.6,-8.9152
3404,65.424,4,0.6,-52.3392
3405,77.88,2,0.0,3.894
3406,281.372,2,0.3,-12.0588
3407,281.372,2,0.3,-12.0588
3408,7.488,8,0.7,-5.2416
3409,22.336,4,0.2,7.8176
3410,10.368,2,0.2,3.6288
3411,65.79,9,0.0,30.2634
3412,271.984,2,0.2,88.3948
3413,11.76,4,0.0,3.1752
3414,77.52,2,0.0,37.9848
3415,48.64,2,0.2,15.808
3416,1.81,1,0.0,0.6516
3417,8.26,2,0.0,3.8822
3418,43.56,5,0.2,3.267
3419,5.84,2,0.2,0.73
3420,271.764,2,0.1,60.392
3421,262.24,2,0.0,78.672
3422,182.72,8,0.0,84.0512
3423,131.6,7,0.0,7.896
3424,22.72,4,0.2,7.384
3425,558.4,2,0.2,41.88
3426,15.24,4,0.0,6.858
3427,1408.1,10,0.0,394.268
3428,32.896,4,0.2,11.1024
3429,215.148,2,0.4,-103.9882
3430,30.96,6,0.2,11.223
3431,29.79,3,0.0,8.6391
3432,128.9,2,0.0,15.468
3433,60.12,9,0.0,28.8576
3434,24.816,3,0.2,8.3754
3435,14.976,6,0.2,5.4288
3436,15.08,2,0.8,-22.62
3437,24.288,3,0.6,-12.7512
3438,16.192,2,0.6,-8.5008
3439,251.006,2,0.3,-68.1302
3440,54.192,6,0.2,4.0644
3441,4.304,1,0.2,1.5602
3442,108.92,14,0.0,49.014
3443,16.74,3,0.0,8.37
3444,2504.74,7,0.0,626.185
3445,84.784,2,0.2,-16.9568
3446,29.9,5,0.0,5.083
3447,70.88,2,0.0,33.3136
3448,3.76,2,0.0,1.0904
3449,27.264,2,0.2,8.8608
3450,56.65,5,0.0,24.3595
3451,14.97,1,0.0,4.1916
3452,4.02,2,0.0,1.9698
3453,471.92,2,0.2,29.495
3454,58.72,4,0.0,27.0112
3455,5.16,3,0.2,0.8385
3456,16.496,2,0.2,5.5674
3457,71.976,3,0.2,19.7934
3458,22.512,3,0.2,2.2512
3459,3.444,2,0.7,-2.7552
3460,538.194,2,0.7,-412.6154
3461,47.984,2,0.2,14.3952
3462,492.768,4,0.2,55.4364
3463,286.79,7,0.0,74.5654
3464,5.08,1,0.2,1.651
3465,47.992,1,0.2,7.1988
3466,61.96,2,0.0,16.1096
3467,361.96,2,0.0,83.2508
3468,278.82,9,0.0,125.469
3469,133.38,6,0.0,58.6872
3470,47.952,3,0.2,16.1838
3471,16.74,2,0.0,4.3524
3472,10.848,2,0.2,3.5256
3473,18.544,2,0.2,3.0134
3474,180.98,1,0.0,47.0548
3475,99.98,2,0.0,42.9914
3476,34.95,5,0.0,15.378
3477,152.0,5,0.0,69.92
3478,92.52,9,0.0,18.504
