row_id,product_id,category,sub-category,product_name
1866,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
1867,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
1868,OFF-PA-10003309,Office Supplies,Paper,Xerox 211
1869,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
1870,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
1871,OFF-AR-10002067,Office Supplies,Art,Newell 334
1872,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
1873,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
1874,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table
1875,OFF-PA-10001685,Office Supplies,Paper,Staples
1876,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
1877,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
1878,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
1879,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1
1880,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
1881,OFF-EN-10002621,Office Supplies,Envelopes,Staples
1882,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
1883,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
1884,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
1885,OFF-LA-10003714,Office Supplies,Labels,Avery 510
1886,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle
1887,OFF-FA-10002815,Office Supplies,Fasteners,Staples
1888,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
1889,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
1890,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
1891,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972
1892,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
1893,OFF-EN-10002621,Office Supplies,Envelopes,Staples
1894,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
1895,OFF-AR-10001446,Office Supplies,Art,Newell 309
1896,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
1897,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
1898,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
1899,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
1900,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
1901,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
1902,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
1903,OFF-PA-10003953,Office Supplies,Paper,Xerox 218
1904,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair
1905,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
1906,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving
1907,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
1908,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
1909,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
1910,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
1911,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
1912,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891
1913,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
1914,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
1915,OFF-LA-10003190,Office Supplies,Labels,Avery 474
1916,OFF-AR-10002280,Office Supplies,Art,Staples
1917,OFF-LA-10001569,Office Supplies,Labels,Avery 499
1918,OFF-AR-10001573,Office Supplies,Art,American Pencil
1919,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone
1920,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
1921,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
1922,OFF-ST-10002562,Office Supplies,Storage,Staples
1923,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone
1924,OFF-AR-10000588,Office Supplies,Art,Newell 345
1925,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960
1926,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800
1927,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone
1928,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
1929,OFF-PA-10001972,Office Supplies,Paper,Xerox 214
1930,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving
1931,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone
1932,TEC-PH-10002483,Technology,Phones,Motorola Moto X
1933,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
1934,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
1935,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
1936,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
1937,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate
1938,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
1939,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
1940,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders
1941,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair
1942,OFF-LA-10004544,Office Supplies,Labels,Avery 505
1943,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
1944,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
1945,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
1946,OFF-PA-10000809,Office Supplies,Paper,Xerox 206
1947,OFF-AR-10000658,Office Supplies,Art,Newell 324
1948,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
1949,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
1950,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
1951,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
1952,TEC-PH-10003885,Technology,Phones,Cisco SPA508G
1953,OFF-LA-10001641,Office Supplies,Labels,Avery 518
1954,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
1955,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters
1956,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
1957,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
1958,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
1959,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
1960,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
1961,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
1962,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB
1963,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
1964,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
1965,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
1966,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
1967,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410
1968,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
1969,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913
1970,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
1971,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils
1972,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
1973,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
1974,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
1975,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard
1976,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
1977,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone
1978,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
1979,OFF-AR-10000127,Office Supplies,Art,Newell 321
1980,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
1981,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
1982,OFF-BI-10004187,Office Supplies,Binders,Staples
1983,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
1984,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
1985,FUR-FU-10001940,Furniture,Furnishings,Staples
1986,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
1987,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
1988,OFF-BI-10002393,Office Supplies,Binders,Binder Posts
1989,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
1990,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
1991,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
1992,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
1993,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
1994,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
1995,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
1996,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
1997,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
1998,OFF-LA-10002787,Office Supplies,Labels,Avery 480
1999,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone
2000,TEC-PH-10001615,Technology,Phones,AT&T CL82213
2001,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
2002,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
2003,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
2004,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
2005,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
2006,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
2007,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub
2008,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
2009,OFF-AR-10001315,Office Supplies,Art,Newell 310
2010,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
2011,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb."
2012,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
2013,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
2014,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
2015,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
2016,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers
2017,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
2018,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2019,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
2020,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
2021,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
2022,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
2023,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder
2024,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
2025,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
2026,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
2027,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
2028,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
2029,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
2030,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand"
2031,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
2032,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets
2033,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad
2034,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
2035,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco
2036,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
2037,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
2038,OFF-LA-10003077,Office Supplies,Labels,Avery 500
2039,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922
2040,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
2041,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
2042,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
2043,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips
2044,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
2045,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
2046,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center
2047,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker
2048,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
2049,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
2050,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
2051,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
2052,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
2053,OFF-AR-10003732,Office Supplies,Art,Newell 333
2054,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige"
2055,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
2056,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000
2057,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
2058,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard
2059,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
2060,OFF-FA-10002975,Office Supplies,Fasteners,Staples
2061,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
2062,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
2063,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952
2064,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
2065,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
2066,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
2067,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB
2068,OFF-AR-10001419,Office Supplies,Art,Newell 325
2069,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
2070,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
2071,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
2072,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
2073,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
2074,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
2075,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
2076,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
2077,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
2078,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
2079,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939
2080,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations
2081,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone
2082,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers
2083,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11"
2084,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
2085,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
2086,OFF-LA-10000248,Office Supplies,Labels,Avery 52
2087,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
2088,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
2089,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC
2090,OFF-LA-10004008,Office Supplies,Labels,Avery 507
2091,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
2092,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
2093,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
2094,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
2095,OFF-AR-10001177,Office Supplies,Art,Newell 349
2096,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
2097,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
2098,OFF-AR-10003856,Office Supplies,Art,Newell 344
2099,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
2100,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
2101,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
2102,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
2103,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
2104,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888
2105,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
2106,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
2107,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
2108,OFF-PA-10000157,Office Supplies,Paper,Xerox 191
2109,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
2110,OFF-AR-10004272,Office Supplies,Art,Newell 308
2111,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
2112,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
2113,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
2114,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone
2115,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube
2116,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
2117,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
2118,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream"
2119,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
2120,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
2121,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets
2122,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
2123,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
2124,OFF-LA-10000134,Office Supplies,Labels,Avery 511
2125,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
2126,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
2127,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
2128,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
2129,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
2130,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor
2131,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
2132,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
2133,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
2134,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
2135,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
2136,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
2137,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
2138,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
2139,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
2140,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
2141,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
2142,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
2143,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
2144,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
2145,OFF-FA-10002780,Office Supplies,Fasteners,Staples
2146,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
2147,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
2148,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
2149,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
2150,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
2151,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
2152,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
2153,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
2154,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
2155,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
2156,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips
2157,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
2158,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
2159,OFF-AR-10004956,Office Supplies,Art,Newell 33
2160,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
2161,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
2162,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
2163,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
2164,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
2165,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes
2166,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats"
2167,OFF-AR-10002067,Office Supplies,Art,Newell 334
2168,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
2169,OFF-AR-10004078,Office Supplies,Art,Newell 312
2170,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 
2171,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
2172,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
2173,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
2174,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
2175,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
2176,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982
